year,week,Borough,Housing,Other jurisdiction,Patrol,Transit,18-24,25-44,45-64,65+,<18,Unknown,Female,Male,American indian/alaskan native,Asian / pacific islander,Black,Black hispanic,Other,Unknown.1,White,White hispanic,Domestic,Drug_&_Violence,Noise,Traffic_related,Number_of_persons_injured,Number_of_persons_killed,Backing unsafely,Driver inattention/distraction,Driver inexperience,Failure to yield right-of-way,Fatigued/drowsy,Following too closely,Lost consciousness,Other vehicular,Passing or lane usage improper,Passing too closely,Prescription medication,Traffic control disregarded,Turning improperly,Unsafe lane changing,Unspecified
2015,22,Brooklyn,90,10,1478,153,435,812,353,17,114,0,281,1450,3,49,1062,70,0,12,203,332,188,0,3156,1560,193.0,0.0,15,104,9,39,54,1,25,22,0,0,30,15,10,0,470
2015,23,Brooklyn,151,14,1530,256,501,891,372,12,175,0,299,1652,5,54,1225,82,0,14,208,363,150,0,2505,1705,205.0,1.0,21,122,5,38,50,1,32,31,0,0,15,19,11,0,444
2015,24,Brooklyn,131,14,1511,221,471,842,407,9,148,0,296,1581,0,56,1150,80,0,10,223,358,189,0,2376,1710,159.0,0.0,29,74,11,35,43,1,27,21,0,0,19,7,12,0,414
2015,25,Brooklyn,107,13,1513,211,441,903,334,19,147,0,325,1519,3,43,1162,84,0,23,235,294,180,0,2337,1759,160.0,0.0,30,96,11,32,57,2,27,22,0,0,13,11,15,1,453
2015,26,Brooklyn,124,12,1527,180,457,852,385,15,134,0,339,1504,2,47,1113,77,0,10,247,347,171,0,2144,1639,212.0,1.0,37,120,10,57,49,1,26,39,0,0,21,13,17,1,465
2015,27,Brooklyn,121,9,1507,153,463,833,362,18,114,0,301,1489,3,52,1087,91,0,11,228,318,267,0,2906,1266,168.0,1.0,31,102,14,48,51,1,33,26,0,0,14,14,11,0,360
2015,28,Brooklyn,99,15,1424,206,448,852,332,9,103,0,260,1484,2,38,1093,71,0,13,225,302,175,0,1999,1395,207.0,0.0,37,110,11,43,41,0,25,20,1,0,26,10,6,0,440
2015,29,Brooklyn,117,15,1492,226,482,879,363,18,108,0,320,1530,2,66,1123,105,0,6,217,331,209,0,2167,1407,234.0,1.0,30,106,11,43,55,1,23,19,0,0,22,14,18,0,431
2015,30,Brooklyn,110,23,1645,250,555,932,414,15,112,0,335,1693,1,51,1269,121,0,21,207,358,198,0,2144,1434,230.0,0.0,16,92,7,52,60,0,27,25,1,0,25,18,13,0,387
2015,31,Brooklyn,107,14,1645,187,504,884,397,24,144,0,356,1597,1,48,1281,80,0,10,229,304,171,0,2067,1447,165.0,1.0,28,105,17,42,41,0,29,24,0,0,15,13,13,1,463
2015,32,Brooklyn,136,5,1703,239,531,976,402,14,160,0,344,1739,3,53,1256,97,0,20,253,401,169,0,2261,1369,186.0,0.0,30,114,11,25,58,0,27,23,1,0,24,12,14,0,461
2015,33,Brooklyn,120,17,1637,263,533,949,373,15,167,0,309,1728,0,62,1230,107,0,19,254,365,174,0,2257,1275,201.0,0.0,21,81,9,53,51,1,24,27,0,0,15,8,12,0,450
2015,34,Brooklyn,169,11,1536,220,508,876,372,28,152,0,348,1588,7,64,1168,90,0,19,225,363,154,0,2303,1355,187.0,0.0,31,82,6,45,57,1,29,27,0,0,24,11,12,0,423
2015,35,Brooklyn,118,11,1536,211,486,898,350,16,126,0,320,1556,5,44,1205,88,0,14,206,314,201,0,2401,1422,156.0,0.0,25,96,14,34,62,0,18,28,1,0,20,5,21,0,414
2015,36,Brooklyn,157,15,1438,204,448,834,394,17,121,0,272,1542,2,32,1144,90,0,12,233,301,172,0,2477,1555,224.0,0.0,38,116,8,54,57,1,22,27,0,0,22,5,8,0,473
2015,37,Brooklyn,149,21,1364,193,441,851,321,13,101,0,278,1449,2,51,1056,83,0,30,216,289,155,0,2427,1886,189.0,1.0,27,126,7,44,57,1,36,43,1,0,21,9,14,1,429
2015,38,Brooklyn,114,19,1469,220,494,878,327,11,112,0,298,1524,2,52,1082,76,0,14,229,367,197,0,2281,1742,210.0,0.0,42,108,11,53,44,1,23,31,1,0,25,8,19,0,446
2015,39,Brooklyn,128,9,1370,197,425,765,337,13,164,0,286,1418,4,38,1086,80,0,7,195,294,178,0,2629,1727,164.0,0.0,21,90,12,47,45,1,38,19,0,0,14,16,9,0,388
2015,40,Brooklyn,90,14,1270,217,408,775,286,15,107,0,264,1327,1,43,963,62,0,15,205,302,153,0,1618,1525,156.0,0.0,32,93,10,42,57,0,20,23,0,0,17,10,16,0,400
2015,41,Brooklyn,98,17,1588,286,490,959,403,8,129,0,310,1679,1,42,1196,92,0,13,222,423,157,0,1917,1541,148.0,0.0,27,120,11,40,51,1,26,23,1,0,24,13,20,1,403
2015,42,Brooklyn,86,11,1496,236,512,787,377,19,134,0,300,1529,10,47,1131,77,0,14,216,334,161,0,1662,1585,162.0,0.0,25,125,3,43,59,1,41,14,1,0,20,10,17,2,419
2015,43,Brooklyn,98,10,1477,214,435,866,337,15,146,0,298,1501,2,62,1066,94,0,26,263,286,137,0,1786,1709,189.0,0.0,30,119,4,46,72,1,27,15,0,0,24,9,14,0,438
2015,44,Brooklyn,68,11,1138,127,319,637,261,21,106,0,211,1133,1,39,767,51,0,9,220,257,144,0,1689,1727,160.0,0.0,31,99,6,40,52,1,22,23,0,0,17,10,17,0,415
2015,45,Brooklyn,79,13,1395,213,452,758,333,11,146,0,295,1405,2,64,979,80,0,8,227,340,142,0,1767,1791,177.0,0.0,37,110,9,41,55,0,34,20,0,0,16,7,15,0,432
2015,46,Brooklyn,96,15,1332,224,409,768,332,18,140,0,290,1377,2,50,1005,62,0,13,217,318,121,0,1572,1829,178.0,0.0,26,95,12,41,53,3,29,11,0,0,22,17,13,0,380
2015,47,Brooklyn,95,16,1477,214,446,876,333,13,134,0,299,1503,3,46,1109,86,0,15,247,296,128,0,1660,1865,150.0,0.0,39,108,12,53,48,0,30,19,1,0,21,16,12,1,419
2015,48,Brooklyn,73,11,1104,130,313,635,263,11,96,0,245,1073,0,34,790,60,0,7,185,242,90,0,1644,1577,173.0,1.0,23,98,6,35,47,1,32,17,0,0,18,16,17,4,415
2015,49,Brooklyn,73,11,1497,229,445,859,361,18,127,0,331,1479,4,56,1080,93,0,13,218,346,134,0,1619,1817,159.0,1.0,26,107,11,55,52,0,25,22,1,0,25,10,13,0,406
2015,50,Brooklyn,90,9,1449,238,427,881,355,16,107,0,306,1480,4,60,1014,82,0,19,261,346,100,0,1906,1827,139.0,1.0,29,86,4,50,39,0,29,24,0,0,27,12,18,0,377
2015,51,Brooklyn,59,15,1255,177,385,696,293,18,114,0,278,1228,4,47,934,60,0,12,203,246,135,0,1487,1905,183.0,0.0,34,119,11,54,65,0,27,19,0,0,17,14,15,4,489
2015,52,Brooklyn,62,11,826,85,236,495,180,6,67,0,188,796,0,38,559,49,0,4,146,188,77,0,1752,1526,193.0,1.0,33,85,9,47,36,1,24,19,0,0,20,11,13,1,376
2015,53,Brooklyn,37,4,584,48,170,316,132,6,49,0,112,561,0,20,418,30,0,4,84,117,76,0,850,891,72.0,0.0,13,43,9,25,30,1,8,17,0,0,16,5,6,0,203
2016,1,Brooklyn,92,16,1329,253,470,767,320,17,116,0,268,1422,3,53,1058,56,0,12,194,314,120,0,1303,1774,149.0,0.0,30,99,11,52,58,5,32,23,3,0,24,14,19,0,419
2016,2,Brooklyn,79,17,1545,224,470,894,357,8,136,0,300,1565,3,64,1124,86,0,19,242,327,122,0,1322,1705,150.0,0.0,33,91,9,52,49,1,32,20,1,1,21,8,18,0,396
2016,3,Brooklyn,69,12,1198,184,378,695,265,12,113,0,228,1235,5,52,891,65,0,10,175,265,195,0,1139,1499,131.0,0.0,26,98,12,44,45,0,33,21,0,0,20,12,13,1,377
2016,4,Brooklyn,69,12,1413,246,423,866,337,16,98,0,313,1427,5,63,1072,90,0,12,238,260,154,0,1418,2018,73.0,0.0,37,85,6,39,48,1,31,22,0,0,23,13,15,0,458
2016,5,Brooklyn,117,11,1501,254,482,917,352,23,109,0,295,1588,2,65,1137,83,0,13,239,344,105,0,1352,1713,120.0,2.0,39,108,10,50,43,0,32,19,1,0,24,13,21,0,387
2016,6,Brooklyn,82,6,1447,215,433,853,334,16,114,0,272,1478,1,63,1066,68,0,15,228,309,169,0,1220,1510,125.0,0.0,24,97,3,46,50,0,27,23,0,0,21,14,19,0,317
2016,7,Brooklyn,115,5,1445,207,420,867,388,8,89,0,304,1468,4,45,1023,73,0,14,254,359,72,0,1571,1519,95.0,0.0,24,97,5,31,38,3,26,26,0,0,13,14,11,1,290
2016,8,Brooklyn,100,15,1492,219,477,851,360,14,124,0,355,1471,5,61,1075,85,0,10,219,371,85,0,1363,1694,129.0,0.0,32,101,8,53,43,2,22,19,1,0,22,12,12,0,325
2016,9,Brooklyn,111,13,1548,202,489,894,327,16,148,0,290,1584,4,71,1075,89,0,27,217,391,110,0,1371,1727,162.0,0.0,33,105,10,35,54,0,39,18,2,0,19,13,18,0,397
2016,10,Brooklyn,121,14,1671,217,486,995,375,22,145,0,339,1684,3,71,1205,82,0,14,291,357,146,0,1807,1897,170.0,0.0,28,120,5,60,48,4,23,35,0,2,30,15,14,0,328
2016,11,Brooklyn,102,15,1404,130,428,792,323,16,92,0,280,1371,4,57,953,77,0,20,226,314,124,0,1688,1920,39.0,0.0,11,54,3,23,1,21,2,7,16,22,0,4,8,7,62
2016,12,Brooklyn,113,12,1523,127,454,819,362,19,121,0,310,1465,4,69,1076,71,0,9,241,305,107,0,1882,1705,40.0,0.0,14,58,8,22,1,22,0,8,15,17,0,4,10,5,75
2016,13,Brooklyn,118,9,1428,110,409,789,343,16,108,0,304,1361,2,69,981,86,0,23,209,295,114,0,1724,1919,28.0,0.0,19,53,11,14,1,12,0,7,16,24,0,0,5,2,54
2016,14,Brooklyn,85,26,1441,138,395,847,335,17,96,0,279,1411,3,66,976,109,0,12,217,307,111,0,1525,1944,31.0,0.0,12,33,6,15,0,13,0,10,18,21,0,4,6,1,49
2016,15,Brooklyn,95,21,1606,175,471,921,346,16,143,0,346,1551,6,72,1129,81,0,13,264,332,130,0,1976,1936,44.0,0.0,13,56,6,16,1,16,0,6,5,25,0,2,6,4,68
2016,16,Brooklyn,111,23,1420,174,453,802,327,20,126,0,325,1403,4,59,1024,105,0,13,201,322,161,0,2293,1826,43.0,0.0,23,44,1,13,0,22,1,13,10,13,0,1,4,4,57
2016,17,Brooklyn,99,12,1385,150,431,782,307,15,111,0,288,1358,3,39,966,78,0,8,216,336,110,0,2450,1413,42.0,0.0,23,44,4,18,1,10,1,4,4,18,0,1,4,4,50
2016,18,Brooklyn,102,19,1448,157,458,803,323,22,120,0,316,1410,1,49,1055,90,0,12,206,313,112,0,2555,1729,114.0,0.0,31,109,9,41,0,38,1,11,23,34,0,11,18,18,137
2016,19,Brooklyn,93,18,1645,172,463,935,384,17,129,0,319,1609,3,74,1123,80,0,12,270,366,137,0,2563,1974,167.0,0.0,56,165,11,53,1,63,3,20,30,36,0,20,18,18,189
2016,20,Brooklyn,101,17,1423,173,383,833,345,29,124,0,284,1430,4,57,1006,75,0,17,209,346,133,0,2602,1987,160.0,0.0,39,161,9,60,0,45,0,21,29,36,0,16,24,22,191
2016,21,Brooklyn,98,20,1354,132,410,763,323,14,94,0,264,1340,6,29,926,71,0,15,221,336,157,0,3161,1849,145.0,0.0,43,157,11,57,0,48,2,25,32,36,1,23,23,17,193
2016,22,Brooklyn,109,13,1422,151,431,801,331,15,117,0,297,1398,2,67,990,92,0,10,203,331,154,0,2831,1993,154.0,0.0,40,156,9,57,0,62,2,10,35,41,0,12,28,17,164
2016,23,Brooklyn,91,13,1405,173,404,855,288,24,111,0,285,1397,6,43,1007,84,0,17,203,322,158,0,2876,2194,208.0,0.0,39,169,7,62,2,43,0,11,38,44,0,20,27,21,169
2016,24,Brooklyn,94,26,1344,175,408,778,309,17,127,0,271,1368,1,52,974,114,0,16,187,295,191,0,3850,2172,187.0,0.0,47,165,17,59,1,51,1,22,45,34,0,20,21,12,156
2016,25,Brooklyn,76,14,1385,165,383,813,314,14,116,0,318,1322,3,50,968,78,0,7,207,327,219,0,3172,2316,141.0,0.0,47,171,8,57,3,50,1,16,45,53,0,26,16,15,170
2016,26,Brooklyn,65,33,1359,129,390,758,330,15,93,0,283,1303,3,56,975,76,0,8,202,266,190,0,3155,1929,171.0,0.0,41,156,15,42,3,43,1,14,28,42,0,11,21,15,188
2016,27,Brooklyn,82,9,1234,86,378,687,267,11,68,0,248,1163,1,56,859,63,0,6,162,264,171,0,3497,1629,148.0,0.0,41,138,8,49,3,40,1,11,31,28,0,15,21,9,138
2016,28,Brooklyn,88,17,1214,97,381,679,259,14,83,0,264,1152,3,57,852,73,0,13,183,235,167,0,2366,1795,147.0,0.0,41,142,10,54,0,56,0,15,36,28,0,16,22,12,158
2016,29,Brooklyn,73,17,1347,85,364,780,271,23,84,0,267,1255,2,47,909,86,0,13,178,287,146,0,2050,1744,179.0,0.0,49,152,8,64,2,54,1,17,23,42,0,15,21,23,149
2016,30,Brooklyn,80,11,1290,111,366,736,280,12,98,0,274,1218,7,35,939,73,0,11,164,263,142,0,1690,1766,167.0,0.0,43,142,7,56,1,48,0,20,30,28,0,25,31,17,150
2016,31,Brooklyn,84,16,1411,156,420,817,337,19,74,0,283,1384,4,80,969,79,0,5,248,282,174,0,2504,1743,170.0,0.0,37,145,8,44,0,49,1,13,19,41,0,12,29,16,137
2016,32,Brooklyn,81,16,1427,157,419,823,339,18,82,0,283,1398,9,53,1005,99,0,8,199,308,159,0,1865,1711,138.0,0.0,48,148,9,42,0,55,0,15,25,38,0,13,20,13,143
2016,33,Brooklyn,92,18,1373,162,434,772,324,17,98,0,286,1359,9,51,970,120,0,5,198,292,137,0,2092,1643,147.0,0.0,44,135,9,61,0,41,0,16,25,35,0,21,17,15,178
2016,34,Brooklyn,84,16,1603,158,483,897,340,27,114,0,323,1538,3,56,1177,102,0,9,203,311,172,0,2519,1773,167.0,0.0,34,169,9,62,0,46,0,18,26,37,0,9,19,17,162
2016,35,Brooklyn,68,15,1492,136,420,851,319,17,104,0,291,1420,1,41,1064,93,0,7,213,292,162,0,3382,1693,149.0,0.0,35,166,14,58,2,49,1,22,15,36,0,12,22,13,142
2016,36,Brooklyn,83,12,1305,141,371,789,303,10,68,0,276,1265,3,40,965,73,0,14,179,267,191,0,3108,2211,106.0,0.0,35,136,9,53,0,34,1,15,24,47,0,8,27,14,165
2016,37,Brooklyn,84,14,1383,157,412,808,310,20,88,0,302,1336,2,54,957,74,0,12,242,297,190,0,2617,2203,170.0,0.0,36,157,9,45,1,50,2,21,37,29,0,19,22,14,176
2016,38,Brooklyn,87,10,1361,142,386,768,327,19,100,0,292,1308,3,46,933,95,0,22,210,291,187,0,3228,2403,206.0,0.0,42,145,11,49,1,57,1,18,33,37,0,22,28,24,158
2016,39,Brooklyn,61,12,1357,120,362,751,327,14,96,0,268,1282,3,60,890,74,0,10,196,317,171,0,2001,2209,152.0,0.0,41,140,18,43,0,41,2,17,34,48,1,19,18,19,146
2016,40,Brooklyn,88,8,1428,144,415,811,310,14,118,0,291,1377,4,62,957,89,0,12,252,292,183,0,2242,1908,124.0,0.0,43,153,8,46,2,35,0,23,28,37,0,19,16,13,155
2016,41,Brooklyn,104,23,1436,216,449,870,348,12,100,0,295,1484,4,55,1097,87,0,12,249,275,121,0,2208,1883,130.0,0.0,43,140,15,48,1,52,0,16,24,38,0,25,24,16,145
2016,42,Brooklyn,96,14,1500,142,390,911,335,18,98,0,311,1441,5,45,1057,93,0,15,239,298,148,4,1904,1789,142.0,0.0,32,162,11,48,0,41,0,22,18,42,0,13,14,18,122
2016,43,Brooklyn,86,16,1352,151,381,818,296,16,94,0,281,1324,7,59,934,83,0,12,193,317,113,7,2018,1963,114.0,0.0,48,139,14,39,3,64,1,23,30,35,0,18,20,18,129
2016,44,Brooklyn,98,16,1523,135,435,888,317,21,111,0,338,1434,2,63,1027,101,0,19,233,327,124,7,1663,2241,124.0,0.0,34,167,13,55,3,51,0,21,33,45,0,13,23,12,153
2016,45,Brooklyn,76,9,1170,144,326,700,268,15,90,0,221,1178,0,55,802,58,0,11,222,251,106,10,1597,2184,98.0,0.0,40,129,8,43,0,49,0,16,33,25,0,12,26,25,151
2016,46,Brooklyn,78,22,1362,167,388,820,311,22,88,0,278,1351,3,63,942,78,0,21,242,280,132,8,1536,2222,170.0,0.0,39,179,7,52,1,49,0,17,37,39,0,24,11,18,191
2016,47,Brooklyn,74,7,1113,114,290,652,251,12,103,0,229,1079,3,52,780,55,0,17,165,236,120,6,1673,1954,111.0,0.0,42,126,6,38,1,42,0,10,32,30,0,13,14,15,156
2016,48,Brooklyn,82,15,1327,107,360,767,302,13,89,0,244,1287,6,62,860,73,0,13,211,306,111,14,1496,2116,119.0,0.0,40,148,13,54,0,53,0,18,25,49,0,11,13,10,182
2016,49,Brooklyn,105,23,1357,139,389,818,295,10,112,0,297,1327,1,53,961,63,0,9,228,309,118,12,1439,2128,134.0,1.0,39,127,8,67,2,58,0,20,36,49,0,14,21,18,129
2016,50,Brooklyn,70,12,1277,146,351,753,314,22,65,0,243,1262,2,45,875,71,0,11,204,297,155,9,1492,2224,160.0,0.0,37,153,11,51,1,66,0,23,40,34,0,18,18,19,161
2016,51,Brooklyn,67,17,1184,72,465,558,241,8,68,0,237,1103,4,31,717,201,0,10,158,219,106,6,1363,2052,117.0,0.0,41,134,13,50,2,58,0,23,37,38,0,15,21,13,142
2016,52,Brooklyn,63,7,1035,69,290,600,203,12,69,0,168,1006,0,33,736,53,0,4,150,198,64,4,1204,1482,105.0,0.0,23,106,7,39,0,36,0,11,23,24,0,15,15,17,111
2016,53,Brooklyn,38,3,517,36,148,290,117,6,33,0,95,499,1,35,337,26,0,5,82,108,32,0,996,566,71.0,0.0,7,32,2,21,13,0,8,6,0,0,7,3,4,0,129
2017,1,Brooklyn,74,16,1285,128,355,751,288,11,98,0,247,1256,0,44,919,49,0,5,199,287,90,4,1398,1911,97.0,1.0,41,101,6,48,0,53,0,12,32,31,0,13,21,9,149
2017,2,Brooklyn,105,14,1461,142,382,881,341,8,110,0,274,1448,0,64,1021,70,0,13,242,312,98,12,1469,1976,134.0,0.0,33,114,8,70,0,36,0,18,31,35,0,25,15,11,133
2017,3,Brooklyn,84,11,1533,142,367,927,356,18,102,0,321,1449,2,64,1005,76,0,18,254,351,82,12,1665,1991,95.0,0.0,38,148,12,50,0,40,0,11,30,26,0,14,22,12,141
2017,4,Brooklyn,94,17,1408,156,401,847,314,17,96,0,278,1397,3,57,1002,79,0,12,230,292,115,7,1527,2089,114.0,0.0,24,120,13,52,0,50,0,13,19,33,0,14,17,17,140
2017,5,Brooklyn,78,22,1342,132,365,798,308,12,91,0,294,1280,5,55,859,83,0,10,225,337,109,6,1421,2174,137.0,0.0,41,141,15,42,1,42,0,20,26,41,0,15,25,19,142
2017,6,Brooklyn,92,16,1418,137,399,804,324,15,121,0,266,1397,4,57,995,72,0,15,214,306,116,7,1413,1929,113.0,0.0,35,113,6,47,0,51,3,22,38,37,0,18,23,13,130
2017,7,Brooklyn,82,13,1374,153,394,797,311,16,104,0,280,1342,3,48,928,89,0,7,255,292,101,9,1519,1958,116.0,1.0,38,152,5,52,0,50,3,19,21,31,0,10,10,26,176
2017,8,Brooklyn,91,27,1201,118,331,730,278,17,81,0,229,1208,0,54,885,57,0,10,186,245,115,8,1722,1933,131.0,0.0,36,130,11,44,0,32,1,20,24,36,0,18,12,11,145
2017,9,Brooklyn,96,18,1401,179,386,858,335,14,101,0,262,1432,5,54,954,80,0,6,271,324,121,16,1445,2098,115.0,0.0,30,157,7,51,2,50,0,23,32,39,0,8,10,14,146
2017,10,Brooklyn,78,25,1551,187,456,929,352,10,94,0,343,1498,4,63,1061,91,0,13,265,344,113,10,1545,2087,111.0,0.0,42,161,10,47,0,59,3,21,33,32,0,27,19,11,140
2017,11,Brooklyn,61,16,1105,118,336,645,237,10,72,0,221,1079,3,50,723,59,0,10,196,259,111,8,1487,2351,97.0,0.0,45,147,8,41,1,52,1,21,40,53,0,13,16,10,172
2017,12,Brooklyn,97,49,1387,134,383,843,318,18,105,0,287,1380,3,82,946,73,0,8,220,335,97,13,1661,2319,139.0,0.0,39,159,9,63,1,36,0,17,36,40,0,18,13,20,143
2017,13,Brooklyn,76,30,1345,142,345,778,354,11,105,0,256,1337,2,61,893,69,0,5,237,326,105,10,1731,2237,119.0,0.0,36,164,8,54,0,47,1,22,27,48,0,20,17,21,159
2017,14,Brooklyn,98,29,1440,146,383,856,328,23,123,0,296,1417,4,69,1010,69,0,13,253,295,120,15,1738,2229,123.0,1.0,46,171,15,53,0,44,1,25,31,41,0,20,22,18,164
2017,15,Brooklyn,90,16,1352,132,400,799,312,14,65,0,259,1331,3,65,919,65,0,15,219,304,127,13,2700,1696,111.0,0.0,35,136,7,43,2,48,1,15,26,28,0,12,17,10,132
2017,16,Brooklyn,82,39,1383,157,372,825,351,19,94,0,288,1373,4,59,951,65,0,15,255,312,136,13,2207,2096,96.0,0.0,25,122,8,42,1,56,0,16,28,28,0,15,19,17,118
2017,17,Brooklyn,88,19,1314,122,353,771,329,9,81,0,254,1289,9,55,896,68,0,8,223,284,156,16,2682,2142,126.0,0.0,37,171,14,59,0,51,1,29,30,36,0,16,26,15,179
2017,18,Brooklyn,72,25,1462,135,393,850,341,12,98,0,297,1397,4,73,983,71,0,8,243,312,137,17,2061,2319,150.0,0.0,42,192,11,67,3,55,0,23,30,34,0,16,23,26,176
2017,19,Brooklyn,102,16,1239,105,328,697,314,19,104,0,246,1216,3,56,840,78,0,14,209,262,175,19,2143,2288,146.0,0.0,43,186,16,54,0,46,1,27,32,49,0,15,19,24,194
2017,20,Brooklyn,106,34,1428,140,436,838,283,17,134,0,295,1413,5,77,993,93,0,13,216,311,163,18,2851,2289,161.0,0.0,44,177,17,54,0,65,1,19,36,51,0,22,19,20,181
2017,21,Brooklyn,90,23,1230,92,318,722,283,9,103,0,254,1181,1,52,830,83,0,7,184,278,155,11,3085,2215,155.0,0.0,51,162,8,74,1,42,0,12,33,40,0,23,22,20,166
2017,22,Brooklyn,87,10,1314,76,371,738,263,18,97,0,258,1229,2,57,860,70,0,10,194,294,173,12,3667,2290,130.0,0.0,44,145,13,42,1,59,0,19,32,44,0,15,28,14,134
2017,23,Brooklyn,76,14,1337,121,335,786,307,15,105,0,255,1293,5,60,901,70,0,6,235,271,178,12,3162,2505,170.0,0.0,70,169,17,52,0,62,1,27,40,49,1,21,23,16,167
2017,24,Brooklyn,85,26,1328,104,345,819,277,14,88,0,271,1272,1,54,941,56,0,6,215,270,196,9,2895,2673,196.0,0.0,55,193,19,58,2,67,1,22,42,49,0,25,29,16,165
2017,25,Brooklyn,78,24,1354,114,347,792,329,12,90,0,227,1343,3,48,922,92,0,8,210,287,159,14,2724,2711,185.0,1.0,33,201,16,63,3,74,0,15,32,52,0,19,15,21,207
2017,26,Brooklyn,63,17,1295,84,317,753,289,17,83,0,268,1191,4,66,884,72,0,11,185,237,150,6,2841,2260,159.0,1.0,50,168,15,48,0,52,0,21,38,44,0,29,13,12,172
2017,27,Brooklyn,84,16,1358,42,375,748,285,15,77,0,252,1248,6,53,877,73,0,8,193,290,155,14,3656,2071,170.0,0.0,51,171,12,54,1,53,0,19,25,35,0,21,25,14,161
2017,28,Brooklyn,90,15,1271,120,345,755,290,15,91,0,241,1255,5,63,832,81,0,13,229,273,184,16,2465,2253,181.0,1.0,33,173,15,49,1,52,0,24,33,44,0,20,21,15,166
2017,29,Brooklyn,66,26,1304,105,360,718,324,19,80,0,249,1252,5,39,903,78,0,13,182,281,173,7,1933,2249,149.0,0.0,60,180,15,48,1,52,0,32,38,42,0,19,24,24,162
2017,30,Brooklyn,80,7,1367,101,376,768,303,10,98,0,281,1274,1,50,904,74,0,4,223,299,157,11,3054,2172,146.0,0.0,43,164,13,55,1,46,0,15,28,38,0,16,18,15,159
2017,31,Brooklyn,95,26,1318,117,379,770,301,17,89,0,253,1303,3,40,969,82,0,6,173,283,185,7,2562,2082,145.0,0.0,43,155,13,48,0,48,1,19,33,41,0,15,17,17,132
2017,32,Brooklyn,73,24,1389,106,405,807,295,17,68,0,312,1280,4,61,948,76,0,9,198,296,156,10,2768,1984,127.0,0.0,28,154,10,56,1,40,0,16,35,40,0,13,13,7,158
2017,33,Brooklyn,109,18,1228,106,342,732,264,12,111,0,260,1201,4,76,847,72,0,7,177,278,215,5,2517,1925,105.0,1.0,22,130,7,41,0,32,1,19,24,48,0,13,15,10,130
2017,34,Brooklyn,85,22,1259,66,334,724,259,22,93,0,223,1209,6,43,908,66,0,8,149,252,168,13,2918,1893,133.0,0.0,44,141,14,38,0,39,2,24,27,29,0,10,14,13,152
2017,35,Brooklyn,86,27,1178,75,323,668,294,12,69,0,227,1139,2,36,862,56,0,3,155,252,150,9,2905,1970,121.0,0.0,42,117,11,56,3,45,1,17,22,35,0,18,22,12,130
2017,36,Brooklyn,94,15,1253,124,353,758,284,12,79,0,263,1223,3,67,897,74,0,0,196,249,163,16,3669,2501,136.0,0.0,49,137,19,51,2,51,0,16,29,38,0,15,25,21,137
2017,37,Brooklyn,90,27,1225,162,336,778,311,12,67,0,252,1252,4,66,868,78,0,5,198,285,184,14,2595,2847,111.0,1.0,41,164,13,41,1,47,2,19,25,43,0,15,27,14,124
2017,38,Brooklyn,93,26,1135,98,314,684,256,12,86,0,208,1144,3,54,761,77,0,9,187,261,184,8,2732,2381,108.0,0.0,30,132,5,41,0,46,2,15,25,31,0,10,11,13,128
2017,39,Brooklyn,116,8,1146,93,313,690,244,18,98,0,231,1132,5,49,817,78,0,8,147,259,224,10,2438,2721,100.0,0.0,43,138,14,38,1,39,3,17,32,37,0,16,24,12,123
2017,40,Brooklyn,97,24,1303,127,349,796,286,19,101,0,300,1251,4,83,916,74,0,7,217,250,177,9,2481,2323,120.0,0.0,37,139,20,40,2,45,1,15,15,32,0,13,14,14,127
2017,41,Brooklyn,96,19,1415,162,386,858,330,18,100,0,301,1391,4,81,987,77,0,12,212,319,177,8,2552,2215,129.0,0.0,24,134,11,34,0,50,1,12,26,34,0,13,10,19,131
2017,42,Brooklyn,84,15,1322,123,357,814,278,19,76,0,261,1283,4,58,883,73,0,12,186,328,151,15,2479,2435,123.0,0.0,40,153,9,48,1,43,0,22,32,33,0,14,16,18,129
2017,43,Brooklyn,68,35,1306,96,344,768,282,8,103,0,249,1256,2,61,870,67,0,29,197,279,135,10,2570,2692,110.0,0.0,33,160,5,47,1,48,0,16,24,39,0,8,11,13,119
2017,44,Brooklyn,68,27,1317,115,403,719,288,18,99,0,262,1265,1,70,899,80,0,7,198,272,134,7,1950,2643,119.0,0.0,39,145,13,55,1,39,2,12,29,59,0,10,18,11,139
2017,45,Brooklyn,81,37,1236,122,351,717,300,17,91,0,237,1239,4,53,872,82,0,6,188,271,141,13,1601,2301,113.0,0.0,46,154,16,53,1,52,0,14,35,37,0,13,13,17,159
2017,46,Brooklyn,63,26,1328,106,351,776,284,12,100,0,279,1244,3,68,891,74,0,3,197,287,106,7,1622,2515,151.0,0.0,55,172,9,50,2,62,0,16,47,41,0,20,24,20,179
2017,47,Brooklyn,76,14,1066,68,285,621,239,4,75,0,201,1023,3,38,744,47,0,8,135,249,99,6,1608,2033,147.0,0.0,45,161,13,56,1,48,1,20,32,31,0,12,20,13,152
2017,48,Brooklyn,90,25,1363,83,365,791,273,16,116,0,255,1306,4,49,924,67,0,5,226,286,133,7,1637,2469,129.0,0.0,40,163,7,47,0,59,1,18,30,37,0,7,23,15,163
2017,49,Brooklyn,72,21,1238,114,298,742,292,11,102,0,254,1191,3,67,850,68,0,9,200,248,113,15,1469,2362,149.0,0.0,36,143,8,54,0,53,1,14,39,36,1,15,22,13,169
